Paket;NOPEN;NAMA KANTOR;NOPEN INDUK;REGIONAL;JENIS KANTOR;Status PSO;ALAMAT;PROVINSI;LATITUDE;LONGITUDE
PAKET 3A;21476B1;Ajamu;21400;REGIONAL 1;KCP;LPU 2024;Jl. Simpang, Kel. Ajamu, Kec. Panai Hulu, Labuhan Batu;Sumatera Utara;2.459.188;100.159.911
PAKET 3A;21572B1;Cikampaktorgamba;21400;REGIONAL 1;KCP;LPU 2024;Jl. Jalinsum Aek Batu, Kel. Cikampak, Kec. Torgamba, Labuhanbatu Selatan;Sumatera Utara;1.787.343;100.205.734
PAKET 3A;22476B1;Muara;22400;REGIONAL 1;KCP;LPU 2024;Jl. Sisingamangaraja No. 2 Muara, Kel. Utemukur, Kec. Muara, Tapanuli Utara;Sumatera Utara;2.338.795;98.906.923
PAKET 3A;29432C;Batampelita;29400;REGIONAL 1;KCP;Non LPU;Jl. Sriwijaya No. 3 Batam, Kel. Kampung Pelita, Kec. Lubuk Baja, Batam;Kepulauan Riau;1.145.323;104.018.795
PAKET 3A;16660;Cigudeg;16000;REGIONAL 2;KCP;LPU 2024;Jl. Raya Cigudeg, Kel. Cigudeg, Kec. Cigudeg, Bogor;Jawa Barat;-6.546.616;106.531.818
PAKET 3A;16760;Tapos;16000;REGIONAL 2;KCP;LPU 2024;Jl. Raya Ciawi - Tapos, Kel. Tapos, Kec. Ciawi, Bogor;Jawa Barat;-6.707.042;106.876.547
PAKET 3A;42164;Ciomas;42100;REGIONAL 2;KCP;LPU 2024;Jl. Raya Ciomas, Kel. Pancaregang, Kec. Ciomas ,Serang;Banten;-62.103.795;1.061.335.795
PAKET 3A;42172;Petir;42100;REGIONAL 2;KCP;LPU 2024;Jl. KH. Abdul Kadir, Kel. Mekar Baru, Kec. Petir, Serang;Banten;-62.455.675;1.061.335.795
PAKET 3A;42175;Cikeusal;42100;REGIONAL 2;KCP;LPU 2024;Jl. Panosogan No. 39 Cikeusal, Kel. Sukaratu, Kec. Cikeusal, Serang;Banten;-6.219.599;106.236.552
PAKET 3A;42176;Pamarayan;42100;REGIONAL 2;KCP;LPU 2024;Jl. Pamarayan No. 93 Bojongloa, Kel. Pamarayan, Kec. Pamarayan, Serang;Banten;-62.817.546;1.063.137.148
PAKET 3A;10250A;Jakartacentrumtanahabang;10000;REGIONAL 2;KCP;Non LPU;Komp.Ps TanahabangJl. Fahrudin;DAERAH KHUSUS IBUKOTA JAKARTA;-61.868.075;1.068.143.563
PAKET 3A;12190A;Jakartaflorasummitmastower;12000;REGIONAL 2;KCP;Non LPU;Jl. Jendral Sudirman Kav. 61-62, Kel. Senayan, Kec. Kebayoran Baru, Jakarta Selatan;DKI Jakarta;-62.270.456;1.068.040.109
PAKET 3A;13560A;Jakartapremiertamanmini;13000;REGIONAL 2;KCP;Non LPU;Taman Mini Indah Indonesia, Kel. Pinang Ranti, Kec. Makasar, Jakarta Timur;DKI Jakarta;-6.303.738;106.901.871
PAKET 3A;15561A;Tangerangkotabumi;15000;REGIONAL 2;KCP;LPU 2024;Jl. Raya Kotabumi Ruko P.Indah, Kel. Kuta Baru, Kec. Pasarkemis, Kota Tangerang;Banten;-6.057.884.328;1.065.137.691
PAKET 3A;16144A;Bogorinstitutpertanianbogor;16000;REGIONAL 2;KCP;Non LPU;Jl. Ry Pajajaran IPB Baranangsiang, Kel. Baranangsiang ,Kec. Bogor Timur, Bogor;Jawa Barat;-660.066;106.807.096
PAKET 3A;41284;Tanjungsiang;41200;REGIONAL 3;KCP;LPU 2024;Jl. Raya Tanjungsiang, Kel. Tanjungsiang, Kec. Tanjungsiang ,Subang;Jawa Barat;-6.747.262.515;1.078.048.343
PAKET 3A;44152;Leles;44100;REGIONAL 3;KCP;LPU 2024;Jl. Raya Leles No. 115 Leles, Kel. Haruman, Kec. Leles, Garut;Jawa Barat;-7.114.981;10.789.687
PAKET 3A;44165;Bungbulang;44100;REGIONAL 3;KCP;Non LPU;Jl. Rajawali No. 5 Bungbulang, Kel. Bungbulang, Kec. Bungbulang, Garut;Jawa Barat;-7.458.595;107.600.817
PAKET 3A;44173;Singajaya;44100;REGIONAL 3;KCP;LPU 2024;Jl. Raya Singajaya No 54, Kel. Singajaya, Kec. Singajaya, Garut;Jawa Barat;-7.481.246;107.872.621
PAKET 3A;44184;Sukawening;44100;REGIONAL 3;KCP;LPU 2024;Jl. Raya Sukawening No. 97, Kel. Sukamukti, Kec. Sukawening, Garut;Jawa Barat;-716.035.285.243.311;108.014.661.905.239
PAKET 3A;45471;Sukahaji;45400;REGIONAL 3;KCP;LPU 2024;Jl. Widara No 38 Sukahaji, Kel. Sukahaji, Kec. Sukahaji, Majalengka;Jawa Barat;-6.815.998;108.285.147
PAKET 3A;45553;Kramatmulya;45500;REGIONAL 3;KCP;LPU 2024;Jl. Raya Kalapagunung, Kmm Kel. Kalapagunung, Kec. Kramatmulya, Kuningan;Jawa Barat;-6.931.819.243;1.084.861.617
PAKET 3A;45571;Garawangi;45500;REGIONAL 3;KCP;LPU 2024;Jl. Balong No. 6 Garawangi, Kel. Garawangi, Kec. Garawangi, Kuningan;Jawa Barat;-6.998.414;108.540.759
PAKET 3A;46158;Pagerageung;46100;REGIONAL 3;KCP;LPU 2024;Jl. Raya Pageurageung, Kel. Pagerageung, Kec. Pagerageung, Tasikmalaya;Jawa Barat;-711.269;10.816.614
PAKET 3A;46198;Cineam;46100;REGIONAL 3;KCP;LPU 2024;Jl. Raya Cikondang No. 87 Kel. Cineam, Kec. Cineam, Tasikmalaya;Jawa Barat;-739.034;10.835.712
PAKET 3A;46394;Cijulang;46300;REGIONAL 3;KCP;LPU 2024;Dusun Binangun RT.15/RW.04, Kel. Kondang Jajar, Kec. Cijulang, Ciamis;Jawa Barat;-7.717.547;108.475.458
PAKET 3A;40114A;Bandungcihapit;40000;REGIONAL 3;KCP;Non LPU;Jl. Banda No. 30 Bandung;JAWA BARAT;-68.973.322;1.076.096.949
PAKET 3A;40115A;Bandungcilaki;40000;REGIONAL 3;KCP;Non LPU;Jl. Cilaki No. 73 Bandung;JAWA BARAT;-69.031.765;107.619.324
PAKET 3A;40123A;Bandungsukaluyu;40000;REGIONAL 3;KCP;Non LPU;Jl. Batik Kumeli No. 47 Bandung;JAWA BARAT;-68.940.928;1.076.346.936
PAKET 3A;40124A;Bandungcikutra;40000;REGIONAL 3;KCP;Non LPU;Jl. PHH Mustopa No. 72 Bandung, Kel. Cikutra, Kec. Cibeunying Kidul ,Bandung;Jawa Barat;-689.975;107.641.469
PAKET 3A;40125B;Bandungcicaheum;40000;REGIONAL 3;KCP;Non LPU;Jl. Padasuka No. 7 Bandung, Kel. Padasuka, Kec. Cibeunying, Kidul Bandung;Jawa Barat;-6.902.718;107.653.338
PAKET 3A;40253A;Bandungcigereleng;40000;REGIONAL 3;KCP;Non LPU;Jl. Kembar I No. 33 Bandung;JAWA BARAT;-6.943.936;107.610.629
PAKET 3A;40293A2;Ujungberungarcamanik;40100;REGIONAL 3;KCP;Non LPU;Jl. Cisaranten Kulon No. 42 Kel. Cisaranten Kulon, Kec. Arcamanik, Kota Bandung;Jawa Barat;-6.922.255;107.684.059
PAKET 3A;43215A;Cianjurmuka;43200;REGIONAL 3;KCP;Non LPU;Jl. Aria Wiratanudatar No. 7, Kel. Muka, Kec. Cianjur, Cianjur;Jawa Barat;-6.810.795;107.146.267
PAKET 3A;44174B1;Cisompet;44100;REGIONAL 3;KCP;LPU 2024;Jl. Raya Cisompet KM 70, Kel. Desa Sindang sari, Kec. Cisompet, Garut;Jawa Barat;-7.550.484;107.811.635
PAKET 3A;50553;Pringapus;50500;REGIONAL 4;KCP;LPU 2024;Jl. Syeh Basyaruddin;JAWA TENGAH;-718.845.816.008.403;110.463.237.611.172
PAKET 3A;50663;Jambu;50500;REGIONAL 4;KCP;LPU 2024;Jl. Raya Ambarawa-Magelang no.14, Kel. Jambu, Kec. Jambu, Semarang;Jawa Tengah;-727.565.203.938.585;11.037.223.655.077
PAKET 3A;51171;Buaran;51100;REGIONAL 4;KCP;Non LPU;Jl. Raya Buaran Pekalongan, Kel. Buaran, Kec. Buaran, Pekalongan;Jawa Tengah;-692.775;109.667.064
PAKET 3A;51253;Wonotunggal;51100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Wonotunggal Batang, Kel. Wonotunggal, Kec. Wonotunggal, Batang;Jawa Tengah;-6.992.983;10.975.168
PAKET 3A;51281;Gringsing;51100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Gringsing Batang, Kel. Kutosari, Kec. Gringsing, Batang;Jawa Tengah;-6.971.735;110.041.748
PAKET 3A;52252;Wanasari;52200;REGIONAL 4;KCP;Non LPU;Jl. Raya Klampok 142 Wanasari, Kel. Klampok, Kec. Wanasari, Brebes;Jawa Tengah;-6.864.583;109.005.417
PAKET 3A;52355;Pulosari;52300;REGIONAL 4;KCP;LPU 2024;Jl. Raya Pulosari, Kel. Pulosari, Kec. Pulosari , Pemalang;Jawa Tengah;-716.846;1.092.642
PAKET 3A;53151;Baturaden;53100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Baturaden Km. 6, Kel. Rempoah, Kec. Baturaden, Banyumas;Jawa Tengah;-736.113;1.092.384
PAKET 3A;53164;Pekuncen;53100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Parakan Sinjang No. 2, Kel. Banjaranyar, Kec. Pekuncen, Banyumas;Jawa Tengah;-736.436;10.907.458
PAKET 3A;53171;Notog;53100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Notog No. 73, Kel. Notog, Kec. Patikraja, Banyumas;Jawa Tengah;-7.487.825;109.214.272
PAKET 3A;53173;Rawalo;53100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Rawalo, Kel. Rawalo, Kec. Rawalo ,Banyumas;Jawa Tengah;-753.572;10.917.826
PAKET 3A;53175;Purwojati;53100;REGIONAL 4;KCP;LPU 2024;Jl. Inpres No. 23, Kel. Purwojati, Kec. Purwojati, Banyumas;Jawa Tengah;-74.896;10.911.792
PAKET 3A;53177;Lumbir;53100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Lumbir, Kel. Lumbir, Kec. Lumbir, Banyumas;Jawa Tengah;-74.433;10.895.696
PAKET 3A;53183;Sumbang;53100;REGIONAL 4;KCP;LPU 2024;Jl. Kiai Panambangan No. 7, Kel. Sumbang, Kec. Sumbang, Banyumas;Jawa Tengah;-737.993;10.927.621
PAKET 3A;53196;Tambak;53100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Tambak-Sumpiuh, Kel. Karangpucung, Kec. Tambak, Banyumas;Jawa Tengah;-761.281;10.940.515
PAKET 3A;53255;Karangpucung;53200;REGIONAL 4;KCP;LPU 2024;Jl. Pramuka No. 17 Karangpucung, Kel. Karangpucung, Kec. Karangpucung, Cilacap;Jawa Tengah;-7.411.638;108.900.651
PAKET 3A;53256;Cimanggu;53200;REGIONAL 4;KCP;LPU 2024;Jl. Raya Cimanggu No. 351, Kel. Cimanggu, Kec. Cimanggu, Cilacap;Jawa Tengah;-7.355.011;108.841.619
PAKET 3A;53258;Bantarsari;53200;REGIONAL 4;KCP;Non LPU;Jl. Raya Bantarsari, Kel. Rawajaya, Kec. Bantarsari, Cilacap;Jawa Tengah;-755.411.876.270.661;108.885.390.849.364
PAKET 3A;53262;Cipari;53200;REGIONAL 4;KCP;LPU 2024;Jl. A. Yani No. 12 Cipari, Kel. Cipari, Kec. Cipari, Cilacap;Jawa Tengah;-743.989.892.487.721;108.764.390.208.801
PAKET 3A;53264;Patimuan;53200;REGIONAL 4;KCP;LPU 2024;Jl. Raya Patimuan, Kel. Patimuan, Kec. Patimuan, Cilacap;Jawa Tengah;-758.328.235.862.952;108.754.627.280.692
PAKET 3A;53355;Karangmoncol;53300;REGIONAL 4;KCP;LPU 2024;Jl. Serma Salamun Pekiringan Kel. Pekiringan, Kec. Karangmoncol ,Purbalingga;Jawa Tengah;-7.321.187;109.467.104
PAKET 3A;53358;Kertanegara;53300;REGIONAL 4;KCP;LPU 2024;Jl. Raya Kertanegara, Kel. Kertanegara, Kec. Kertanegara ,Purbalingga;Jawa Tengah;-7.315.726;109.437.847
PAKET 3A;53453;Karangkobar;53400;REGIONAL 4;KCP;LPU 2024;Ds Leksana, Kel. Laksana, Kec. Karangkobar ,Banjarnegara;Jawa Tengah;-7.270.583;109.741.117
PAKET 3A;53456;Batur;53400;REGIONAL 4;KCP;Non LPU;Ds Batur, Kel. Batur, Kec. Batur ,Banjarnegara;Jawa Tengah;-7.206.829;109.827.353
PAKET 3A;53472;Purwonegoro;53400;REGIONAL 4;KCP;Non LPU;Ds Purwonegoro, Kel. Purwonegoro, Kec. Purwonegoro, Banjarnegara;Jawa Tengah;-743.244;109.566.472
PAKET 3A;54172;Ngombol;54100;REGIONAL 4;KCP;LPU 2024;Ds. Joso, Kecm Ngombol 54172, Kel. Joso, Kec. Ngombol , Purworejo;Jawa Tengah;-7.829.033;109.969.225
PAKET 3A;54263;Pituruh;54100;REGIONAL 4;KCP;LPU 2024;Jl. Brengkol Pituruh 54263, Kel. Pituruh, Kec. Pituruh, Purworejo;Jawa Tengah;-7.679.266;109.841.006
PAKET 3A;54361;Pejagoan;54300;REGIONAL 4;KCP;LPU 2024;Jl. Raya Soka No. 133 Kel. Kedawung, Kec. Pejagoan, Kebumen;Jawa Tengah;-7.678.378;109.638.286
PAKET 3A;54363;Adimulyo;54300;REGIONAL 4;KCP;LPU 2024;Jl. Kemujan No. 13, Kel. Kemujan, Kec. Adimulyo, Kebumen;Jawa Tengah;-7.668.655;109.554.828
PAKET 3A;54381;Klirong;54300;REGIONAL 4;KCP;LPU 2024;Jl. Raya Klirong Klegen Wonosari, Kel. Klegen Wonosari, Kec. Klirong, Kebumen;Jawa Tengah;-7.737.949;109.628.485
PAKET 3A;54391;Buluspesantren;54300;REGIONAL 4;KCP;LPU 2024;Jl. Raya Bocor Kel. Setrojenar, Kec. Buluspesantren, Kebumen;Jawa Tengah;-7.770.693;109.668.051
PAKET 3A;54472;Rowokele;54300;REGIONAL 4;KCP;LPU 2024;Desa Jatiluhur, Kel. Jatiluhur, Kec. Rowokele, Kebumen;Jawa Tengah;-76.352.636.961.044;109.432.132.409.376
PAKET 3A;55652;Pengasih;55600;REGIONAL 4;KCP;Non LPU;Jl. Purwowinarto No. 3, Kel. Pengasih, Kec. Pengasih, Kulonprogo;D.I Yogyakarta;-7.842.237;110.169.382
PAKET 3A;55761;Pandak;55700;REGIONAL 4;KCP;Non LPU;Jl. Raya Pandak, Kel. Pandak, Kec. Pandak, Bantul;D.I Yogyakarta;-7.908.995;11.029.777
PAKET 3A;56162;Salaman;56100;REGIONAL 4;KCP;Non LPU;Jl. Diponegoro No. 10, Kel. Menoreh, Kec. Salaman, Magelang;Jawa Tengah;-758.384;110.133.571
PAKET 3A;56481;Sawanganmagelang;56100;REGIONAL 4;KCP;LPU 2024;Jl. Mawardi No. 1, Kel. Sawangan, Kec. Sawangan, Magelang;Jawa Tengah;-753.756.983.898.773;110.312.389.572.883
PAKET 3A;57378;Nogosari;57300;REGIONAL 4;KCP;LPU 2024;Desa Mencil Glonggong, Kel. Glonggong, Kec. Nogosari, Boyolali;Jawa Tengah;-7.445.978;110.758.784
PAKET 3A;50142A;Semaranghasanuddin;50000;REGIONAL 4;KCP;Non LPU;Jl. Hasanudin G-3;JAWA TENGAH;-697.050.537.930.732;11.041.206.590.442
PAKET 3A;50153A;Semarangmangkang;50000;REGIONAL 4;KCP;Non LPU;Jl. Raya Mangkang Kulon No. 4;JAWA TENGAH;-697.335.924.902.993;110.304.098.483.793
PAKET 3A;50196A;Semarangwoltermonginsidi;50000;REGIONAL 4;KCP;Non LPU;Jl. Wolter Monginsidi No. 72;JAWA TENGAH;-698.841.806.151.189;11.047.403.085.016
PAKET 3A;50232D;Semarangselatan;50000;REGIONAL 4;KCP;Non LPU;Jl. Sisingamangaraja No. 45;JAWA TENGAH;-701.529.269.212.023;110.423.992.602.309
PAKET 3A;50241A;Semarangerlangga;50000;REGIONAL 4;KCP;Non LPU;Jl. Imam Barjo No. 2;JAWA TENGAH;-699.320.154.592.026;110.422.342.525.564
PAKET 3A;50243A;Semarangjomblang;50000;REGIONAL 4;KCP;Non LPU;Jl. Jomblang Legok No. 43A;JAWA TENGAH;-701.020.785.177.278;110.440.536.425.564
PAKET 3A;53112A;Purwokertowetan;53100;REGIONAL 4;KCP;Non LPU;Jl. Martadireja II No. 271, Kel. Mersi, Kec. Purwokerto Timur, Banyumas;Jawa Tengah;-7.420.779;109.261.304
PAKET 3A;53121A;Purwokertoutara;53100;REGIONAL 4;KCP;Non LPU;Jl. HR Bunyamin Komp Oensoed, Kel. Pabuaran, Kec. Purwokerto Utara, Banyumas;Jawa Tengah;-740.087;10.924.489
PAKET 3A;53135A;Purwokertokulon;53100;REGIONAL 4;KCP;Non LPU;Jl. Yos Sudarso No. 140, Kel. Pasir Kidul, Kec. Purwokerto Barat, Banyumas;Jawa Tengah;-7.421.158;109.203.636
PAKET 3A;53144A;Purwokertoselatan;53100;REGIONAL 4;KCP;Non LPU;Jl. Sultan Agung, Kel. Teluk, Kec. Purwokerto Selatan, Banyumas;Jawa Tengah;-7.447.001;109.252.561
PAKET 3A;53193B1;Somagede;53100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Somagede, Kel. Somagede, Kec. Somagede, Banyumas;Jawa Tengah;-752.137;10.933.182
PAKET 3A;55293A;Yogyakartabanyuraden;55000;REGIONAL 4;KCP;Non LPU;Jl. Godean Km.7, Kel. Banyuraden, Kec. Gamping, Sleman;D.I Yogyakarta;-7.778.254;110.336.007
PAKET 3A;55581B;Yogyakartaplemburan;55000;REGIONAL 4;KCP;Non LPU;Jl. Tiara Plemburan;DAERAH ISTIMEWA YOGYAKARTA;-774.979.491.744.278;11.037.738.411.704
PAKET 3A;57127A;Solomojosongo;57100;REGIONAL 4;KCP;Non LPU;Jl. Tangkuban Perahu, Kel. Mojosongo, Kec. Banjarsari, Surakarta;Jawa Tengah;-7.539.452;110.842.435
PAKET 3A;57147B;Solopasarpurwosari;57100;REGIONAL 4;KCP;Non LPU;Jl. Hasanudin, Kel. Purwosari, Kec. Laweyan, Surakarta;Jawa Tengah;-7.561.884;110.799.974
PAKET 3A;62173;Gondang;62100;REGIONAL 5;KCP;LPU 2024;Jl. Raya Gondang Sekar No. 112, Kel. Gondang, Kec. Gondang, Bojonegoro;Jawa Timur;-737.543;111.833.391
PAKET 3A;62192;Baureno;62100;REGIONAL 5;KCP;LPU 2024;Jl. Ry Baureno, Kel. Baureno, Kec. Baureno, Bojonegoro;Jawa Timur;-7.125.115;112.103.648
PAKET 3A;62273;Ngimbang;62200;REGIONAL 5;KCP;LPU 2024;Jl. Pendidikan 83 Ngimbang, Kel. Ngimbang, Kec. Ngimbang, Lamongan;Jawa Timur;-7.283.706;112.208.946
PAKET 3A;62275;Modo;62200;REGIONAL 5;KCP;LPU 2024;Jl. Raya Modo, Kel. Mojorejo, Kec. Modo, Lamongan;Jawa Timur;-72.416.922;112.144.865
PAKET 3A;62281;Tikung;62200;REGIONAL 5;KCP;LPU 2024;Jl. Raya Lamongan - Mojokerto, Kel. Tikung, Kec. Tikung, Lamongan;Jawa Timur;-71.812.331;112.388.254
PAKET 3A;62282;Kembangbahu;62200;REGIONAL 5;KCP;LPU 2024;Jl. Raya Kembangbahu No.14 RT 03/01, Kel. Kembangbahu, Kec. Kembangbahu, Lamongan;Jawa Timur;-71.996.315;112.343.671
PAKET 3A;62354;Bancar;62300;REGIONAL 5;KCP;LPU 2024;Jl. Raya Bancar - Jatirogo, Kel. Bulu Jowo, Kec. Bancar, Tuban;Jawa Timur;-6.769.327;11.171.737
PAKET 3A;63253;Paron;63200;REGIONAL 5;KCP;LPU 2024;Jl. Raya Paron;JAWA TIMUR;-744.099;111.388.187
PAKET 3A;63261;Kendalngawi;63200;REGIONAL 5;KCP;LPU 2024;Jl. Raya Kendal;JAWA TIMUR;-7.554.518;111.296.426
PAKET 3A;63263;Ngrambe;63200;REGIONAL 5;KCP;Non LPU;Jl. S Agung No. 336;JAWA TIMUR;-7.512.986;11.120.363
PAKET 3A;63264;Sine;63200;REGIONAL 5;KCP;LPU 2024;Jl. Raya Sine;JAWA TIMUR;-7.560.559;111.177.191
PAKET 3A;63281;Padas;63200;REGIONAL 5;KCP;LPU 2024;Jl. Raya Ngawi Caruban, Padas, Kel. Padas, Kec. Padas, Ngawi;Jawa Timur;-7.460.918;111.534.905
PAKET 3A;63371;Parang;63300;REGIONAL 5;KCP;LPU 2024;Jl. Raya Parang-Poncol No. 27, Kel. Tamanarum, Kec. Parang, Magetan;Jawa Timur;-774.778;11.133.358
PAKET 3A;63492;Jenangan;63400;REGIONAL 5;KCP;LPU 2024;Jl. Raya Jenangan No. 50, Kel. Jenangan, Kec. Jenangan, Ponorogo;Jawa Timur;-78.241;11.153.822
PAKET 3A;64154;Purwoasri;64100;REGIONAL 5;KCP;LPU 2024;Jl. Pahlawan 73, Kel. Purwoasri, Kec. Purwoasri, Kediri;Jawa Timur;-7.652.537;112.103.019
PAKET 3A;64155;Plemahan;64100;REGIONAL 5;KCP;LPU 2024;Jl. Diponegoro 23, Kel. Wonokerto, Kec. Plemahan, Kediri;Jawa Timur;-770.847;112.124.087
PAKET 3A;64156;Kunjang;64100;REGIONAL 5;KCP;LPU 2024;Jl. Brigjen Katamso 25, Kel. Kapi, Kec. Kunjang, Kediri;Jawa Timur;-7.655.793;112.159.296
PAKET 3A;64157;Banyakan;64100;REGIONAL 5;KCP;LPU 2024;Banyakan, Kel. Banyakan, Kec. Banyakan, Kediri;Jawa Timur;-7.770.871;111.982.333
PAKET 3A;64172;Kras;64100;REGIONAL 5;KCP;LPU 2024;Jl. Raya Kras, Kel. Purwodadi, Kec. Kras, Kediri;Jawa Timur;-7.946.283;111.963.683
PAKET 3A;64175;Plosoklaten;64100;REGIONAL 5;KCP;LPU 2024;Jl. Raya Pare - Wates, Kel. Ploso, Kec. Plosoklaten, Kediri;Jawa Timur;-7.859.823;112.156.363
PAKET 3A;66262;Pagerwojo;66200;REGIONAL 5;KCP;LPU 2024;Dusun Pabyongan RT.07/RW.02, Kel. Mulyosari, Kec. Pagerwojo, Tulungagung;Jawa Timur;-7.962.979;111.808.812
PAKET 3A;67276;Maron;67200;REGIONAL 5;KCP;LPU 2024;Jl. Raya Maron, Kel. Maron, Kec. Maron, Probolinggo;Jawa Timur;-785.612;11.336.235
PAKET 3A;69461;Lenteng;69400;REGIONAL 5;KCP;LPU 2024;Jl. Wilis No. 7, Kel. Lenteng Timur, Kec. Lenteng, Sumenep;Jawa Timur;-7.033.767;113.778.849
PAKET 3A;82253;Gilimanuk;82100;REGIONAL 5;KCP;Non LPU;Jl. Raya Pelabuhan Gilimanuk, Kel. Gilimanuk, Kec. Gilimanuk, Jembrana;Bali;-8.166.166;1.144.320.802
PAKET 3A;83654;Pringgabaya;83600;REGIONAL 5;KCP;Non LPU;Jl. Raya Pringgabaya, Selong, Kel. Pringgabaya, Kec. Pringgabaya, Lombok Timur;Nusa Tenggara Barat;-8.561.454;11.662.966
PAKET 3A;64131A;Kediribangsal;64100;REGIONAL 5;KCP;Non LPU;Jl. Brigjen Pol Imam Bachri 17, Kel. Bangsal, Kec. Kota Kediri, Kediri;Jawa Timur;-749.851;112.476.429
PAKET 3A;75115;Sultansulaiman;75000;REGIONAL 6;KCP;Non LPU;Jl. Sultan sulaiman, Kel. Samarinda Ilir, Kec. Samarinda Ilir, Samarinda;Kalimantan Timur;-0.508029881939569;117.168.495.431.542
PAKET 3A;75119;Bengkuring;75000;REGIONAL 6;KCP;LPU 2024;Jl Padat karya Rt 64, Kel. Sempoja Selatan, Kec. Sempoja Selatan, Samarinda;Kalimantan Timur;-0.433042;117.155.785
PAKET 3A;75575;Muaralawa;75500;REGIONAL 6;KCP;LPU 2024;Jl. TRANS KALIMANTAN, Kel. MUARALAWA, Kec. MUARALAWA, KUTAI BARAT;Kalimantan Timur;-0.4705279;115.756.312
PAKET 3A;94351;Donggala;94000;REGIONAL 6;KCP;Non LPU;Jl. Lamarauna, Kel. Banawa, Kec. Banawa, Donggala;Sulawesi Tengah;-0.670725;11.974.333
PAKET 3A;97566;Kairatu;97000;REGIONAL 6;KCP;LPU 2024;Jl. Talamatai, Kel. Kairatu, Kec. Kairatu, Seram Bagian Barat;Maluku;-3.352.777;128.362.897
PAKET 3A;97591;Pelauw;97000;REGIONAL 6;KCP;LPU 2024;Jl. Rosenisa Raya, Kel. Pelauw, Kec. Pulau Haruku, Maluku Tengah;Maluku;-3.518.126;128.470.393
PAKET 3A;97751;Pulauternate;97700;REGIONAL 6;KCP;LPU 2024;Desa Jambula, Kel. Pulau Ternate, Ternate Selatan;Maluku Utara;0.756589632596438;127.321.959.766.864
PAKET 3A;97764;Kao;97700;REGIONAL 6;KCP;LPU 2024;Desa Kao - Kao Halmahera Utara;Maluku Utara;116.764.405.958.448;127.900.657.238.098
PAKET 3A;70723A;Banjarbarulandasanulintengah;70700;REGIONAL 6;KCP;Non LPU;Jl. A.Yani Km.23,5 Banjarbaru;KALIMANTAN SELATAN;-3.441.792;114.733.944
PAKET 3A;75126A;Samarindaseikunjang;75000;REGIONAL 6;KCP;Non LPU;Jl. Untung Suropati, Kel. Karang Asam, Kec. Sei Kunjang, Samarinda;Kalimantan Timur;-0.526064991456539;117.114.157.229.661
PAKET 3A;78237A;Pontianaktimur;78000;REGIONAL 6;KCP;Non LPU;Jl. Ya'ri Sabran no. 49, Kel. Tanjung Hulu, Kec. Pontianak Timur, Pontianak;Kalimantan Barat;-0.024202;109.369.398
PAKET 3A;78243A;Pontianaksiantan;78000;REGIONAL 6;KCP;Non LPU;Jl. Khatulistiwa, Kel. Siantan Hilir, Kec. Pontianak Utara, Pontianak;Kalimantan Barat;-0.01127;109.337.318
PAKET 3A;78391A;Pontianaksungairaya;78000;REGIONAL 6;KCP;LPU 2024;Jl. Adisucipto, Kel. Arang Limbung, Kec. Sei Raya, Kubu Raya;Kalimantan Barat;-0.12181;109.409.267
PAKET 3A;94222A;Palugajahmada;94000;REGIONAL 6;KCP;Non LPU;Jl. Gajah Mada, Kel. Ujuna, Kec. Palu Barat, Palu;Sulawesi Tengah;-0.898327;119.863.917
PAKET 3A;95258A;Manadomapanget;95000;REGIONAL 6;KCP;Non LPU;Jl. Ds. Lapangan Link II, Kel. Lapangan, Kec. Mapanget, Manado;Sulawesi Utara;154.312;124.924.474
PAKET 3A;20357;Bandarbaru;20000;REGIONAL 1;KCP;LPU 2024;Jl. Buntu, Kel. Bandarbaru, Kec. Sibolangit, Deliserdang;Sumatera Utara;3.281.565;9.859.408
PAKET 3A;20158A;Medankampungbaru;20000;REGIONAL 1;KCP;Non LPU;Jl. Alfalah No. 25 Medan, Kel. Harjosari, Kec. Medan Amplas, Medan;Sumatera Utara;354.748.735.546.666;986.895.420.144.243
PAKET 3A;20762;Selesai;20700;REGIONAL 1;KCP;LPU 2024;Jl. Binjai - Kuala, Kel. Selesai, Kec. Selesai, Langkat;Sumatera Utara;3.608.576;98.431.398
PAKET 3A;20771;Namuukur;20700;REGIONAL 1;KCP;LPU 2024;Jl. Sudirman, Kel. Sei Bingai, Kec. Sei Bingai, Langkat;Sumatera Utara;3.504.789;98.467.722
PAKET 3A;20855B1;Secanggang;20700;REGIONAL 1;KCP;LPU 2024;Jl. Hinai Kiri - Secanggang, Kel. Hinai Kiri, Kec. Secanggang, Langkat;Sumatera Utara;3.812.538;98.487.096
